,zcmb,mb,dmb,errors
0,0.1994,7.201758272647858,0.23660448722541333,0.2655230137705803
1,0.3682,20.16235891342163,0.1078146531432867,0.1407709987461567
2,1.02,32.779740505218506,0.06628522776067257,0.08979920409619808
3,0.13687,7.356501662731171,0.2773520735651255,0.30411295846104625
4,0.13696,7.0477977466583255,0.30833768032491204,0.3040044467151165
5,0.01752,6.7492120695114135,0.35870747283101084,0.4057055775821209
6,0.73416,26.954294757843016,0.0867768508195877,0.11434602446854114
7,0.5196,24.17868549346924,0.09517268918454647,0.1247296828776598
8,0.2457,8.788781762123108,0.19189284957945346,0.2361279982328415
9,0.4118,22.121634082794188,0.10255450792610646,0.13316640585660935
10,0.185,7.365721299648285,0.25837203837931155,0.28435102708637716
11,0.5652,24.78844886779785,0.09210226841270924,0.12068684212863445
12,0.64339,25.77263418197632,0.08893028527498245,0.11791846357285976
13,0.4952,24.220466251373292,0.09554855957627297,0.1250270751863718
14,0.60916,25.42320779800415,0.09028890274465085,0.11912312291562557
15,0.4504,23.076660022735595,0.09758492164313794,0.12846618585288525
16,0.2307,8.195072877407075,0.20677733212709426,0.24393895223736764
17,0.1056,6.720017867088318,0.3328614369034767,0.3201261502504349
18,0.02454,6.815788155794143,0.3563678653538227,0.38027903825044634
19,0.359,19.847588062286377,0.10878519840538502,0.1420214930176735
20,0.55091,24.925854206085205,0.09268474772572517,0.12181690752506256
21,0.3802,20.974579429626466,0.1057336900383234,0.13796631559729577
22,0.2416,8.452504842281341,0.22008576847612857,0.23720345720648767
23,0.15492,6.382331311702728,0.29901463113725185,0.3168637512624264
24,0.2688,9.153942408561706,0.17969750739634038,0.21350530460476874
25,0.07877,6.575560312271119,0.3107673413306475,0.3476205351948738
26,0.17915,7.30499481678009,0.2572515919059515,0.2721405838429928
27,0.2246,7.31925440788269,0.23358469247817992,0.24671441726386548
28,0.59091,25.49336410522461,0.09039164386689663,0.11981506533920765
29,0.68591,26.63658395767212,0.08536331154406071,0.11313667424023151
30,0.68921,26.597382335662843,0.08821206115186214,0.11620989128947258
31,0.02846,7.6135706305503845,0.35909542672336103,0.38846823245286943
32,0.07976,7.592506822347641,0.30748047575354576,0.3357075894623995
33,0.08543,6.36890215754509,0.35330623455345633,0.3427949555963278
34,0.47516,23.76804244995117,0.09576947264373302,0.12534516893327236
35,0.7622,27.50651111602783,0.08303488865494728,0.10928991355001927
36,0.1505,7.088014178276062,0.27678260177373887,0.28389704614877703
37,0.77391,27.91741876602173,0.0807608611881733,0.1085547860711813
38,0.4019,21.41147741317749,0.1041275854408741,0.1368679739534855
39,0.03501,6.479332250356674,0.40394305408000947,0.3519340820610523
40,0.46109,23.819182739257812,0.0964371483772993,0.1269293148815632
41,0.87891,29.235944576263428,0.0774201200902462,0.1031369148939848
42,0.84091,29.08754602432251,0.07744630865752697,0.10396483205258847
43,0.18931,6.939722764492035,0.2443509141355753,0.2845570678263903
44,0.4206,22.55223970413208,0.09964977093040943,0.13171788841485976
45,0.01531,6.841761713027954,0.37836320355534553,0.37475760728120805
46,0.2988,11.981171741485596,0.15201285757124425,0.19267598628997804
47,0.1896,6.961886291503906,0.25524376161396506,0.2826912993192673
48,0.1072,7.181879825592041,0.3044942085444927,0.3041329484432936
49,0.58119,25.32558536529541,0.09065286733210087,0.1194036153703928
50,0.3712,20.33759998321533,0.10846827372908592,0.1413464868068695
51,0.42291,22.454107513427733,0.09982555404305458,0.13093947641551495
52,0.02482,7.264299112558365,0.3492647257447243,0.3643404353410006
53,0.25625,8.303950848579406,0.20418808303773403,0.21874465107917784
54,0.43591,22.53252679824829,0.10078370243310929,0.1322750498354435
55,0.63892,25.906956825256348,0.08903187237679959,0.11759074218571186
56,0.28332,10.666006512641907,0.16327522680163384,0.20420161694288252
57,0.3652,20.143021011352538,0.10862531088292599,0.14187184110283851
58,0.89038,30.26697681427002,0.07477043032646179,0.09914086639881134
59,0.01724,6.841285117864609,0.4424678921699524,0.364478555098176
