5.034899999999999931e-01 2.322963655471801658e+01
4.951999999999999735e-01 2.315747520446777230e+01
6.782000000000000250e-01 2.379265544891357465e+01
8.671999999999999709e-01 2.408339126586913892e+01
7.992000000000000215e-01 2.376688327789306499e+01
3.712900000000000089e-01 2.212409576416015611e+01
3.556799999999999962e-01 2.170232452392578182e+01
2.839099999999999957e-01 2.127271509170532227e+01
4.669099999999999917e-01 2.276968357086181527e+01
9.479100000000000303e-01 2.413540870666503935e+01
6.939100000000000268e-01 2.344785213470458984e+01
8.979099999999999859e-01 2.416718605041504020e+01
7.899100000000000010e-01 2.397691595077514748e+01
5.909100000000000463e-01 2.354403612136840707e+01
2.101999999999999980e-01 2.074710929870605369e+01
8.591999999999999638e-01 2.385648454666137752e+01
5.592000000000000304e-01 2.316814407348632798e+01
9.971999999999999753e-01 2.444478309631347557e+01
5.834000000000000297e-01 2.336699220657348519e+01
7.972000000000000197e-01 2.410089630126953253e+01
9.142000000000000126e-01 2.394187686920166058e+01
9.492099999999999982e-01 2.435450422286987404e+01
7.341999999999999638e-01 2.369608133316040011e+01
7.661999999999999922e-01 2.403941061019897418e+01
9.841999999999999638e-01 2.443942752838134780e+01
7.012000000000000455e-01 2.374512851715087791e+01
8.371600000000000152e-01 2.410788755416870188e+01
3.701599999999999890e-01 2.202683683395385827e+01
3.581599999999999784e-01 2.178163696289062656e+01
5.221599999999999575e-01 2.329218072891235281e+01
7.011600000000000055e-01 2.369397249221801616e+01
7.452600000000000335e-01 2.362165512084960994e+01
5.911600000000000188e-01 2.375371431350707851e+01
6.203899999999999970e-01 2.345855707168579229e+01
1.002399999999999958e+00 2.450376770019531136e+01
6.104000000000000536e-01 2.348762102127075124e+01
3.581900000000000084e-01 2.201479520797729350e+01
4.513800000000000034e-01 2.253632221221923970e+01
5.523900000000000476e-01 2.354645038604736484e+01
7.503900000000000015e-01 2.369191719055175938e+01
8.223799999999999999e-01 2.425686824798583885e+01
9.503899999999999570e-01 2.424288391113281094e+01
3.403900000000000259e-01 2.178307159423827954e+01
8.104000000000000092e-01 2.383772424697875891e+01
6.119099999999999540e-01 2.332182754516601619e+01
5.489100000000000090e-01 2.331143604278564396e+01
1.029910000000000103e+00 2.431294767379760913e+01
4.229100000000000081e-01 2.244992042541504063e+01
7.019100000000000339e-01 2.366924654006957951e+01
6.859100000000000197e-01 2.361512680053710866e+01
9.329100000000000170e-01 2.425195886611938434e+01
7.499099999999999655e-01 2.365254255294799890e+01
4.689099999999999935e-01 2.290108053207397631e+01
9.599100000000000410e-01 2.452199813842773324e+01
8.411999999999999478e-01 2.377674461364746250e+01
5.632000000000000339e-01 2.341532239913940572e+01
8.292000000000000481e-01 2.402417873382568203e+01
5.792100000000000026e-01 2.323836214065551786e+01
8.651999999999999691e-01 2.410380586624145494e+01
8.591999999999999638e-01 2.415607990264892635e+01
5.862100000000000088e-01 2.333289690017700124e+01
4.892000000000000237e-01 2.291655097961425724e+01
6.892099999999999893e-01 2.381219707489013615e+01
3.241600000000000037e-01 2.147825513839721623e+01
1.851599999999999913e-01 2.040697002410888672e+01
6.811599999999999877e-01 2.393741275787353473e+01
9.211599999999999788e-01 2.443970800399780430e+01
4.281599999999999850e-01 2.237387483596801729e+01
6.991600000000000037e-01 2.375930278778076143e+01
5.751600000000000046e-01 2.325829622268676644e+01
5.111599999999999477e-01 2.303790107727050795e+01
6.411599999999999522e-01 2.349713850021362305e+01
3.511600000000000277e-01 2.167992244720458928e+01
3.491600000000000259e-01 2.168599470138549634e+01
3.548600000000000088e-01 2.190084140777587862e+01
8.711600000000000454e-01 2.423811485290527301e+01
9.251599999999999824e-01 2.421320169448852511e+01
4.193999999999999950e-01 2.230333513259887823e+01
8.903799999999999493e-01 2.415535970687866296e+01
4.803799999999999737e-01 2.276683589935302621e+01
5.803800000000000070e-01 2.322746509552002081e+01
8.053799999999999848e-01 2.381914916992187514e+01
6.643799999999999706e-01 2.373687505722045898e+01
7.453800000000000425e-01 2.398911445617675753e+01
7.364000000000000545e-01 2.365176441192626910e+01
3.703899999999999970e-01 2.185210601806640796e+01
8.503899999999999793e-01 2.397148870468139492e+01
2.193799999999999917e-01 2.066070993423461744e+01
6.473900000000000210e-01 2.323687149047851719e+01
6.003800000000000248e-01 2.331176752090454229e+01
7.603900000000000103e-01 2.367258388519287138e+01
4.703899999999999748e-01 2.272803150177001896e+01
4.979100000000000192e-01 2.291914461135864300e+01
5.079099999999999726e-01 2.300976345062255746e+01
5.879100000000000437e-01 2.349153453826904325e+01
6.999199999999999866e-01 2.339993099212646399e+01
7.619099999999999762e-01 2.390692251205444308e+01
7.889100000000000001e-01 2.386124450683593778e+01
4.059099999999999930e-01 2.208217336654663043e+01
8.089199999999999724e-01 2.403727008819580035e+01
5.839199999999999946e-01 2.323486213684082102e+01
7.209100000000000508e-01 2.393788415908813505e+01
8.379100000000000437e-01 2.403625400543212720e+01
8.069100000000000161e-01 2.372133085250854379e+01
5.001600000000000490e-01 2.321601799011230582e+01
5.331599999999999673e-01 2.304458305358886605e+01
8.211600000000000010e-01 2.387778436660766701e+01
1.251599999999999935e-01 1.974469474792480383e+01
4.431599999999999984e-01 2.272665229797363295e+01
6.833900000000000530e-01 2.305121042251586871e+01
7.263899999999999801e-01 2.341495203018188320e+01
4.043900000000000272e-01 2.228992809295654354e+01
6.903799999999999937e-01 2.369272874832153164e+01
5.763899999999999579e-01 2.319396879196166950e+01
7.203899999999999748e-01 2.369050291061401481e+01
5.509100000000000108e-01 2.315380712509155359e+01
8.488999999999999879e-01 2.395920101165771499e+01
4.359100000000000197e-01 2.262103460311889691e+01
3.019100000000000117e-01 2.132189987182617230e+01
5.811899999999999844e-01 2.326504175186157397e+01
3.462100000000000177e-01 2.157997953414917092e+01
3.311999999999999944e-01 2.165180274963378793e+01
4.493900000000000117e-01 2.247724258422851662e+01
2.916000000000000258e-01 2.126799253463745032e+01
4.610899999999999999e-01 2.283941980361938562e+01
6.329099999999999726e-01 2.357998411178589038e+01
2.689099999999999824e-01 2.128819358825683494e+01
9.259100000000000108e-01 2.439774808883667134e+01
6.259099999999999664e-01 2.334549728393554702e+01
6.089099999999999513e-01 2.345094175338745046e+01
5.789100000000000357e-01 2.342854022979736328e+01
7.201999999999999513e-01 2.376877344131469627e+01
7.671999999999999931e-01 2.338822807312011776e+01
3.682000000000000273e-01 2.167083393096923771e+01
8.491999999999999549e-01 2.387571220397949290e+01
7.772099999999999564e-01 2.397737842559814325e+01
5.842100000000000071e-01 2.317277643203735238e+01
5.891999999999999460e-01 2.323890844345092788e+01
7.691999999999999948e-01 2.368971820831298913e+01
5.141999999999999904e-01 2.328084655761718835e+01
6.382100000000000550e-01 2.354461856842041101e+01
4.352099999999999858e-01 2.253221822738647617e+01
5.842100000000000071e-01 2.321078588485717731e+01
6.625900000000000123e-01 2.329630853652954059e+01
6.211600000000000454e-01 2.359621042251587042e+01
4.161599999999999744e-01 2.224946172714233228e+01
4.511700000000000155e-01 2.268438426971435717e+01
7.331600000000000339e-01 2.415632513046264762e+01
7.411600000000000410e-01 2.350494802474975486e+01
3.491600000000000259e-01 2.169754627227783317e+01
5.141599999999999504e-01 2.323095932006835795e+01
6.433900000000000174e-01 2.359040309906005817e+01
